split,task,layer,episodes,top_alignment,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,causal_margin_ci95_low,causal_margin_ci95_high,top_wrong_jaccard,top_wrong_replacement_count
validation,open_drawer,15,3,0.29836401198956475,0.20761011469590987,0.16554371352791244,-0.017051485320347,-0.017051485320347,-0.034942599869309095,-0.0013363675467132907,0.8824136135182646,2.2222222222222223
validation,open_drawer,16,3,0.2936002268619245,0.20284632956826973,0.1742612796704401,0.014372707411312663,-0.008828770354379754,-0.07252045451179005,0.04006858695765617,0.8618445658368636,2.4444444444444446
validation,open_drawer,17,3,0.2770379262596814,0.18628402896602658,0.16851421314991255,-0.002558918594695378,-0.029042908296289045,-0.04660514582643124,-0.015724836215896997,0.8782990312604495,2.3333333333333335
validation,open_drawer,18,3,0.26231453706883784,0.17156063977518307,0.22111987902945196,-0.009963153030620805,-0.027450781361162625,-0.07507480411357526,0.02558468671012976,0.8801799105345774,2.111111111111111
validation,open_drawer,19,3,0.302289709025579,0.21153581173192415,0.24378744155984014,0.02975526550043912,0.011773612070232522,-0.0504705470513914,0.0806965127602549,0.875870143560244,2.222222222222222
validation,open_drawer,20,3,0.26360896121118604,0.17285506391753122,0.22038455829415696,-0.004331367608232141,-0.02547124169768299,-0.045802684855342855,0.014579060700319954,0.8615776068333143,2.777777777777778
validation,open_drawer,21,3,0.25970167548317824,0.16894777818952347,0.16956324652814844,-0.02691366601836628,-0.027434230152020494,-0.0666404370498889,0.005342839248618854,0.8858989937937306,2.111111111111111
validation,open_drawer,22,3,0.28696917055460325,0.19621527326094845,0.22951560827446818,0.010194419669035996,-0.02601460592095047,-0.07223062243102941,0.00878691540784208,0.9238762668705648,1.3333333333333333
validation,open_drawer,23,3,0.24619693996235278,0.155443042668698,0.14373819041827407,-0.023198106597031695,-0.04247232031228271,-0.08694686937276969,0.024323387469786757,0.9267781179976301,1.3333333333333333
validation,open_drawer,24,3,0.25436668061832984,0.16361278332467502,0.20205756837301406,-0.014291320773178693,-0.041296673419648273,-0.0977098917501769,-0.004282179851381102,0.9169885298512489,1.4444444444444446
validation,open_drawer,25,3,0.2802120073333197,0.18945811003966492,0.19346022994045595,-0.002945641770782959,-0.021994253488691565,-0.12398183704900612,0.05537103480698749,0.9275239433338168,1.2222222222222223
validation,open_drawer,26,3,0.27580460064545975,0.18505070335180498,0.14523889273788584,-0.003780808005340647,-0.03798269985102901,-0.05919547234334734,-0.024507420270191815,0.9403483558426537,1.0
validation,open_drawer,27,3,0.2785538488016679,0.1877999515080131,0.12093286185323195,0.011080495065134912,-0.02567109535269042,-0.04347882557233606,0.002879388529174437,0.9365389034367103,0.9999999999999999
validation,open_drawer,28,3,0.2641940359058144,0.1734401386121596,0.10078452819478194,-0.015345719090233148,-0.061759051454068375,-0.06960537165286868,-0.04686519304450746,0.9320146858657768,1.111111111111111
validation,open_drawer,29,3,0.24788819693302055,0.15713429963936576,0.13513643698046438,-0.00538253170616284,-0.023806828893246288,-0.05939185473200407,-0.00046201805133590695,0.9365449057115723,1.0
validation,open_drawer,30,3,0.2650170665975697,0.17426316930391486,0.19937547007488746,0.012560970906167064,-0.0025661733553961614,-0.04158150989150262,0.027324052645781933,0.9384628628317118,1.111111111111111
validation,open_drawer,31,3,0.27423943619633134,0.18348553890267646,0.1518315929629067,0.012072638132143132,-0.00020968410592381304,-0.02084369125607924,0.015174221661318238,0.9303108506970296,1.222222222222222
validation,pick_coke_can,0,4,0.23910254872382541,0.1508397714340686,0.2703904088901282,0.0018708642270428427,-0.09992353831369802,-0.17110596461093852,-0.030427541340936365,0.9937426900584796,0.16666666666666666
validation,pick_coke_can,1,4,0.3363308283243573,0.2480680510346005,0.37514082829556916,0.0014205816908186841,-0.046348536643307854,-0.07832676279454587,-0.01437031049206984,0.9735702893597631,0.3333333333333333
validation,pick_coke_can,2,4,0.17952836014300683,0.09126558285325001,0.28551878090280397,-0.00484198545860681,-0.08606352153554722,-0.11894839350521791,-0.027789885569318943,0.9541122004357299,0.3333333333333333
validation,pick_coke_can,3,4,0.25405317314337333,0.1657903958536165,0.3476450253911172,0.002154187999348459,-0.08439993743294728,-0.16806514486915675,-0.02919127351297625,0.8677040529130312,1.1666666666666665
validation,pick_coke_can,4,4,0.2743524586945981,0.18608968140484133,0.3873260971523312,0.05290380085466426,-0.061229772514799996,-0.14237596670991987,-0.0006292156691688434,0.774437041247386,2.083333333333333
validation,pick_coke_can,5,4,0.20594416948114794,0.11768139219139112,0.2816089186651022,-0.027845381358151435,-0.1283928905822689,-0.17063556710414368,-0.07821800272391942,0.8833034941781072,0.9166666666666666
validation,pick_coke_can,6,4,0.35080888343128297,0.2625461061415262,0.3715180418894668,0.06891116890977776,0.019770093683708433,-0.019939640603236882,0.07670797881504537,0.8348075779496328,1.5833333333333335
validation,pick_coke_can,7,4,0.34702958418588636,0.2587668068961296,0.3432990539311554,0.11638000505536397,0.04113107568448074,-0.08393923442088348,0.16543740562625253,0.7606026785651842,2.5833333333333335
validation,pick_coke_can,8,4,0.39008493026561686,0.30182215297586,0.40347460753446607,0.08442522728044537,0.018359841246006564,-0.03042622754698407,0.06419477808208034,0.7503719308465973,2.6666666666666665
validation,pick_coke_can,9,4,0.35581440415016335,0.2675516268604065,0.43416768992929455,0.114440131226449,0.04310216029039367,-0.06792327029888395,0.1682892219784588,0.7511159373132885,2.833333333333333
validation,pick_coke_can,10,4,0.295056453772206,0.20679367648244917,0.32378505157372095,0.03549541017896114,-0.037413517589610965,-0.13604754765922797,0.07122096776555259,0.7805231405653451,2.3333333333333335
validation,pick_coke_can,11,4,0.36601686426249186,0.27775408697273507,0.42541078161551443,0.1301522346806911,0.049957013728512974,-0.11073477954307173,0.2271252043160793,0.6942813148535655,4.0
validation,pick_coke_can,12,4,0.2943715751196476,0.20610879782989078,0.34835023861415215,-0.01395514568310172,-0.06769713286524431,-0.1217715724193511,-0.003623145560237612,0.8045577737091625,2.25
validation,pick_coke_can,13,4,0.27772420941996556,0.18946143213020875,0.37222589126715055,-0.009318137438660641,-0.07161059946939566,-0.13135882858155945,0.0006595484461284946,0.7877499946338689,2.4166666666666665
validation,pick_coke_can,14,4,0.35876410438391537,0.2705013270941586,0.41326190179416444,0.11730728185974312,0.02217612226076832,-0.1009154277005381,0.13638919451242495,0.7388676863315511,3.0833333333333335
validation,pick_coke_can,15,4,0.3649360819801874,0.2766733046904306,0.4132369588307157,0.05179046154774009,0.00860918385133243,-0.06084947184674404,0.04793703868455787,0.8203436693733246,2.0833333333333335
validation,pick_coke_can,16,4,0.32948000177279824,0.24121722448304145,0.3507754405011037,0.03142859294807062,-0.004203833054627807,-0.0439651500531973,0.023884517483813695,0.8263682359085822,2.166666666666667
validation,pick_coke_can,17,4,0.2946956656526578,0.20643288836290102,0.3762810379147716,0.05060040438700239,-0.027910402494855262,-0.10972758630681252,0.10787302615750774,0.7846988641745675,2.1666666666666665
validation,pick_coke_can,18,4,0.2733936725234629,0.18513089523370607,0.3276829822828489,0.01376135559688535,-0.0571059859308698,-0.13020088196104884,0.026423322763735643,0.8500296337338092,1.75
validation,pick_coke_can,19,4,0.2816373578633703,0.19337458057361348,0.38261393667097204,0.0247350835530284,-0.045212001476879156,-0.10585504660573691,0.016619202294072755,0.8725958905634317,1.25
validation,pick_coke_can,20,4,0.21719892448657652,0.1289361471968197,0.29371013263947277,0.04982261130409561,-0.05496590215835484,-0.13318209170084291,0.05605034829322536,0.8240112111691005,2.166666666666667
validation,pick_coke_can,21,4,0.21476741720214387,0.12650463991238706,0.22533062044034374,0.01864360111898399,-0.05388385775178543,-0.14116228633807335,-0.003752232367811615,0.820417726209219,1.8333333333333333
validation,pick_coke_can,22,4,0.21677682788549618,0.1285140505957394,0.29474638404905373,-0.002991159623659518,-0.09088131382669126,-0.1903440492127362,-0.017021086041697154,0.8803006543784411,1.3333333333333333
validation,pick_coke_can,23,4,0.2442922902880078,0.15602951299825102,0.3298154379723736,0.010805105746355384,-0.062198553434137306,-0.15472286838714253,0.008528113686062128,0.9366349586086428,0.5833333333333333
validation,pick_coke_can,24,4,0.18626265656650542,0.09799987927674864,0.24790972600829755,0.000455942156221161,-0.10937032396078941,-0.2028417672689044,-0.03571196837359194,0.9022346175453679,1.1666666666666665
validation,pick_coke_can,25,4,0.26021848073529635,0.1719557034455395,0.34515517611242474,0.037488991645644794,-0.04473338608828684,-0.18780106008661987,0.09543692164431145,0.8848123141226589,1.1666666666666665
validation,pick_coke_can,26,4,0.24374738199178209,0.15548460470202527,0.2815094010348846,-0.0016294707988295468,-0.07922205725859535,-0.19619622437774176,0.020438775362818844,0.9233535306209725,0.8333333333333333
validation,pick_coke_can,27,4,0.2168229743843792,0.12856019709462235,0.2690949550334028,0.009112772003248138,-0.08417884958919448,-0.18911992130210967,0.010258795507492431,0.9325017088174983,0.5
validation,pick_coke_can,28,4,0.2259094020350665,0.13764662474530967,0.159122705873613,-0.03849474914093711,-0.10541818117785991,-0.17929940955539447,-0.03153695280032534,0.8982294752031593,0.9166666666666666
validation,pick_coke_can,29,4,0.25158807542689987,0.16332529813714303,0.3330822254051697,0.0106321896817063,-0.07205934618370455,-0.17037370934103183,-0.004568719206057875,0.9169269132427027,0.9999999999999999
validation,pick_coke_can,30,4,0.269583203935367,0.18132042664561018,0.39021429183604506,-0.0029244760047058074,-0.07140237030600577,-0.17077058646495702,0.0012074482897098764,0.9290394984199434,0.8333333333333333
validation,pick_coke_can,31,4,0.26643900253197783,0.17817622524222104,0.3840823725713323,0.03385751000412668,-0.02608878886631659,-0.10449382695957332,0.027928186585768747,0.9196205049760687,0.9166666666666667
