task,seed,stage,category,step,entered_boost_rank,entered_difference,entered_p,entered_p_rank,entered_q,entered_q_rank,entered_rc,entered_token,exited_boost_rank,exited_difference,exited_p,exited_p_rank,exited_q,exited_q_rank,exited_rc,exited_token,index,only_action_l2_vs_correct,only_residual_cosine_vs_correct,undo_action_l2_vs_boost,undo_residual_cosine_vs_boost
move_near,12,early,both_success,9,40,0.0015622896712730993,0.004795357523525922,46,0.003233067852252823,81,"[4, 13]",77,45,-0.008464015038852307,0.005145737599125309,44,0.013609752637977616,20,"[13, 4]",212,0,0.0873456439489436,0.9677209173510527,0.0873456439489436,0.9677209173510527
move_near,12,middle,both_success,40,74,0.00023760047388513917,0.0016207954131832415,78,0.0013831949392981023,109,"[10, 3]",163,78,-0.00025829591212019466,0.0017003197738948833,76,0.001958615686015078,92,"[8, 2]",130,0,0.0,0.9455778178953642,0.0,0.9568932756726666
move_near,12,middle,both_success,40,76,0.0002016903582662277,0.0016166425885269274,79,0.0014149522302606998,108,"[7, 2]",114,77,-0.0016384643752876675,0.0017007358409072768,75,0.0033392002161949444,67,"[1, 0]",16,1,0.0,0.9886348868161843,0.0,0.9824039424747599
move_near,12,late,both_success,70,73,0.00026785402412746444,0.0017409013023231535,74,0.001473047278195689,100,"[10, 3]",163,75,-0.001380485355779797,0.0017577905919314912,73,0.003138275947711288,63,"[1, 0]",16,0,0.0,0.8667101824094505,0.0,0.8667101824094505
move_near,13,early,both_fail,9,26,0.0022646151424050506,0.011331755428374744,29,0.009067140285969694,29,"[6, 10]",106,29,-0.010700736202294147,0.012058520197897224,27,0.02275925640019137,9,"[8, 9]",137,0,0.0,0.9510935439125399,0.0,0.9510935439125399
move_near,13,middle,both_fail,40,21,0.0050725300282132195,0.012173530232501222,25,0.007101000204288002,41,"[7, 2]",114,25,-0.0074436041800168985,0.01282395107397836,23,0.02026755525399526,8,"[0, 1]",1,0,0.02952364202574187,0.963633666989518,0.02952364202574187,0.963633666989518
move_near,14,middle,both_fail,40,26,0.008560979440409304,0.01029583413210445,33,0.001734854691695145,95,"[9, 12]",156,35,-0.006706228426140591,0.010515514598684975,32,0.017221743024825566,16,"[10, 5]",165,0,0.0,0.9638709930615165,0.011669958005933179,0.9710295506050786
move_near,14,middle,both_fail,40,29,0.005019827334473001,0.009968239190562939,34,0.004948411856089938,56,"[6, 10]",106,34,-0.001179467292200101,0.01065577717998599,31,0.01183524447218609,25,"[14, 4]",228,1,0.011669958005933179,0.8874298039807307,0.0,0.8959188360783605
move_near,14,late,both_fail,70,29,0.004997899119443081,0.006294030636301283,37,0.001296131516858202,93,"[10, 12]",172,38,-0.0003789155889408393,0.00647212535127628,35,0.0068510409402171195,31,"[12, 1]",193,0,0.0,0.9594160248177074,0.2967480734836191,0.9635027637233973
move_near,14,late,both_fail,70,33,0.004506649237576162,0.0055743576121543405,43,0.0010677083745781793,103,"[10, 10]",170,36,-0.0006611373447219637,0.00679471349307278,34,0.007455850837794743,27,"[10, 5]",165,1,0.021192917302543024,0.9934468427527419,0.27555878870731715,0.9942382875258294
move_near,15,early,both_success,9,21,0.00850695954033956,0.011954551656145089,27,0.0034475921158055294,76,"[9, 2]",146,29,-0.02133559051384261,0.01366712617811886,24,0.03500271669196147,3,"[7, 10]",122,0,0.06977449369378935,0.9648703520538083,0.02304266438067194,0.959272893850816
move_near,15,early,both_success,9,25,0.008191515186324253,0.010918161254384459,29,0.0027266460680602064,89,"[6, 2]",98,28,-0.0017074440921430855,0.013779513063509663,23,0.015486957155652748,15,"[0, 15]",15,1,0.007001974803559907,0.9820302279257173,0.047648462376173845,0.9806290738386574
move_near,15,middle,both_success,40,10,0.006324562562368803,0.017377502884672196,15,0.011052940322303393,26,"[6, 2]",98,15,-0.0005135087464770496,0.018839330699544136,13,0.019352839446021185,11,"[5, 3]",83,0,0.022941852255194795,0.8971251563621793,0.022941852255194795,0.8971251563621793
move_near,15,late,both_success,70,14,0.010788984777617276,0.01595084299503594,18,0.005161858217418663,56,"[10, 3]",163,15,0.0004010764831833477,0.020710514997886988,14,0.02030943851470364,13,"[6, 5]",101,0,0.0,0.8771647035442609,0.0,0.8771647035442609
move_near,16,early,both_success,9,20,0.009286862888384512,0.013654655769844854,27,0.004367792881460344,75,"[3, 11]",59,27,0.00014576937203735277,0.01489650069711564,25,0.014750731325078287,16,"[4, 15]",79,0,0.12916593386262065,0.9736949861883394,0.12916593386262065,0.9736949861883394
move_near,16,middle,both_success,40,26,0.0035198632257315045,0.008545306754891102,30,0.005025443529159597,50,"[5, 11]",91,28,-0.003746847640458578,0.008925277777832512,27,0.01267212541829109,24,"[11, 10]",186,0,0.0,0.990812984460346,0.0,0.990812984460346
move_near,16,late,both_success,70,7,0.024621625550636125,0.03281616581424964,9,0.008194540263613517,37,"[4, 10]",74,10,-0.018006244991400695,0.03761723191916994,7,0.05562347691057064,2,"[7, 8]",120,0,0.039488445748301126,0.9087428086780537,0.039488445748301126,0.9087428086780537
move_near,17,early,both_success,9,13,0.016248298395802253,0.01944735011269784,19,0.003199051716895586,77,"[5, 6]",86,14,0.006499386925909576,0.02206754582752695,13,0.015568158901617375,20,"[8, 13]",141,0,0.0,0.9531192769426075,0.0,0.9531192769426075
move_near,17,middle,both_success,40,18,0.004612619261680105,0.015229631150848607,20,0.010617011889168502,28,"[4, 5]",69,20,-0.002866576889342512,0.01664898412913542,18,0.01951556101847793,12,"[7, 6]",118,0,0.021511838688694874,0.8195289909608678,0.021511838688694874,0.8195289909608678
move_near,18,early,both_fail,9,28,0.007697307054813671,0.009659494886475484,35,0.001962187831661813,116,"[4, 3]",67,38,-0.0024292578451563466,0.010540734105011506,33,0.012969991950167853,21,"[14, 9]",233,0,0.012015207320793926,0.9958113956228707,0.0,0.9957812087847989
move_near,18,early,both_fail,9,32,0.007381002577962761,0.008371245079201103,42,0.0009902425012383422,147,"[3, 4]",52,37,-0.002960399126478587,0.010703726416869445,31,0.013664125543348032,17,"[8, 13]",141,1,0.066979251523916,0.9208378103676096,0.005294273597352628,0.9227509452103402
move_near,18,early,both_fail,9,33,0.004522438276792239,0.009455346543803624,36,0.004932908267011385,65,"[10, 3]",163,35,-0.010830737009889353,0.011387682737578002,29,0.022218419747467355,6,"[11, 10]",186,2,0.048440953834384015,0.9639673411529799,0.027467127083328283,0.9613725630817538
move_near,18,middle,both_fail,40,38,0.003748529155404269,0.004205116035728823,47,0.0004565868803245538,157,"[3, 9]",57,40,0.0003036962323089993,0.005799121570115434,39,0.005495425337806435,38,"[5, 6]",86,0,0.017341204384962783,0.9957540404546293,0.017341204384962783,0.9957540404546293
move_near,18,late,both_fail,70,41,0.0021860609464904174,0.004004553435631099,46,0.0018184924891406814,90,"[2, 10]",42,46,-0.0006564006948711829,0.004082766911323745,45,0.0047391676061949274,44,"[9, 5]",149,0,0.04441058634743269,0.9090904239953285,0.04441058634743269,0.9090904239953285
move_near,19,early,both_success,9,21,0.008055634956040504,0.01157569582657626,26,0.0035200608705357544,81,"[5, 10]",90,26,-0.0063546944686754155,0.012069932848761362,23,0.018424627317436777,10,"[11, 10]",186,0,0.0,0.9931191452655733,0.0,0.9938763783181376
move_near,19,early,both_success,9,22,0.007180038835199243,0.010394910766494413,30,0.003214871931295171,89,"[3, 11]",59,25,-0.005620411425393396,0.01210585282187714,22,0.017726264247270536,11,"[7, 11]",123,1,0.0,0.9803539290206787,0.0,0.981278417329639
move_near,19,late,both_success,70,8,0.012572581056355794,0.01835829741577657,10,0.005785716359420773,39,"[5, 9]",89,9,0.00014744545464921016,0.020445547435911707,8,0.020298101981262497,11,"[6, 8]",104,0,0.02697843512239354,0.5373197330536709,0.02697843512239354,0.5373197330536709
move_near,20,early,both_success,9,53,0.002092787874959684,0.0031143127078910398,65,0.0010215248329313556,136,"[5, 8]",88,59,-0.0007055757467374258,0.00374855365321677,56,0.004454129399954196,56,"[4, 13]",77,0,0.0,0.9896782032258634,0.007380910506435467,0.9948718488312644
move_near,20,early,both_success,9,56,0.00229845525805569,0.002851227494772151,68,0.000552772236716461,164,"[4, 8]",72,58,-0.0001675427053583929,0.003816045158892229,55,0.003983587864250622,65,"[5, 12]",92,1,0.0,0.9834190401790184,0.007380910506435467,0.9898501118807651
move_near,21,early,both_success,9,53,0.0012343471965864145,0.0033098666623210533,59,0.002075519465734639,99,"[6, 3]",99,54,-0.006370436054530198,0.003900338527429626,53,0.010270774581959824,24,"[12, 3]",195,0,0.0,0.9964183757733872,0.0,0.9964183757733872
move_near,22,early,both_success,9,21,0.0032130660329606,0.012746642300673832,23,0.009533576267713232,35,"[8, 6]",134,22,-0.010647861228752522,0.014181148480466026,21,0.024829009709218548,7,"[13, 3]",211,0,0.0,0.9678711203455816,0.0,0.9678711203455816
move_near,24,early,both_success,9,65,0.0021296155118951136,0.002720422330864751,82,0.0005908068189696375,159,"[11, 2]",178,75,0.00016028870792228608,0.0033012680935885132,74,0.003140979385666227,88,"[10, 2]",162,0,0.0,0.9994095878524519,0.0,0.9994095878524519
move_near,24,middle,both_success,40,17,0.009110999878567543,0.014932945978655429,21,0.0058219461000878865,48,"[8, 3]",131,20,-0.004058525239915116,0.017281371203224042,18,0.021339896443139158,10,"[13, 3]",211,0,0.0,0.8444320485820934,0.0,0.8303429036458378
move_near,24,middle,both_success,40,18,0.004957310845153823,0.015900683894403134,20,0.01094337304924931,31,"[7, 5]",117,19,-0.001976340206655172,0.017451039706709557,17,0.01942737991336473,12,"[13, 4]",212,1,0.0,0.9809570065399675,0.0,0.9844682975992392
move_near,25,early,both_success,9,39,0.004417669647800342,0.005302768844221504,48,0.0008850991964211614,157,"[4, 5]",69,42,-0.005137990815812645,0.007019922758839128,41,0.012157913574651773,18,"[14, 9]",233,0,0.0,0.9988484100806144,0.0,0.9988484100806144
move_near,25,late,both_success,70,11,0.008985030278208466,0.013542511495513363,14,0.004557481217304897,43,"[6, 9]",105,14,-0.0003983079507166726,0.014496579321816867,13,0.01489488727253354,15,"[5, 4]",84,0,0.027745927015940364,0.9764498660968622,0.027745927015940364,0.9764498660968622
move_near,26,early,both_success,9,21,0.0032130660329606,0.012746642300673832,23,0.009533576267713232,35,"[8, 6]",134,22,-0.010647861228752522,0.014181148480466026,21,0.024829009709218548,7,"[13, 3]",211,0,0.0,0.9678711203455816,0.0,0.9678711203455816
move_near,28,early,both_fail,9,30,0.007682561728756674,0.009110186720017018,36,0.001427624991260343,127,"[3, 5]",53,40,-0.006250835048836249,0.009459354877431306,34,0.015710189926267555,12,"[7, 15]",127,0,0.0,0.9823814283666527,0.0046679832023732715,0.985132715563352
move_near,28,early,both_fail,9,33,0.004817576874418135,0.00901583607854512,38,0.004198259204126985,65,"[4, 7]",71,38,-0.00026428380089851475,0.00948302648644089,33,0.009747310287339404,26,"[9, 6]",150,1,0.0,0.9952263550411681,0.0,0.994919308710265
move_near,28,early,both_fail,9,34,0.004435344125885447,0.00899691519948104,39,0.0045615710735955935,61,"[3, 8]",56,36,-0.010982952936038367,0.01061521892071429,30,0.021598171856752658,9,"[13, 2]",210,2,0.0046679832023732715,0.9889132480907755,0.0046679832023732715,0.9881676509897928
move_near,28,middle,both_fail,40,21,0.008805325854132256,0.012027417608474167,27,0.0032220917543419113,75,"[4, 3]",67,30,-0.00541193853601887,0.012364876533496647,25,0.017776815069515516,15,"[12, 10]",202,0,0.04896567272789337,0.5896033309737349,0.0,0.595535456416676
move_near,28,middle,both_fail,40,26,0.004969752614396307,0.01064483221332397,31,0.005675079598927662,52,"[6, 5]",101,29,-0.0010738114903827943,0.012502902513749314,24,0.013576714004132108,23,"[3, 6]",54,1,0.07739735366667014,0.9565351126648901,0.028431680938776765,0.9665026466532617
move_near,28,late,both_fail,70,12,0.010434404776861346,0.01981813800403641,14,0.009383733227175063,32,"[2, 2]",34,15,0.001029418340283226,0.02063222424273355,13,0.019602805902450324,12,"[7, 4]",116,0,0.0,0.9658012525146145,0.0,0.9658012525146145
move_near,29,early,both_success,9,32,0.004040320298315117,0.00587841784625254,42,0.0018380975479374223,107,"[10, 9]",169,42,-0.0059580349467874254,0.006136554375332221,40,0.012094589322119646,26,"[13, 5]",213,0,0.0,0.9915543553593934,0.0,0.9927347474608902
move_near,29,early,both_success,9,33,0.003435732582210621,0.006098484806742264,41,0.002662752224531643,90,"[10, 10]",170,41,-0.0024599051235031444,0.006201339058362581,39,0.008661244181865726,32,"[14, 5]",229,1,0.0,0.998140525102703,0.0,0.9982118620731709
move_near,29,middle,both_success,40,51,0.0013770486898997075,0.003131925906545692,61,0.0017548772166459845,111,"[10, 8]",168,56,-0.0034010315742214075,0.0036907236024823534,54,0.007091755176703761,41,"[14, 8]",232,0,0.0,0.997159543396853,0.0,0.9970635010707835
move_near,29,middle,both_success,40,54,0.0006166969946402221,0.0034374691963079008,57,0.0028207722016676787,81,"[5, 11]",91,55,-0.0015206044220289678,0.003723184959462836,53,0.005243789381491804,58,"[10, 12]",172,1,0.0,0.9888624078465941,0.0,0.9892776002287351
move_near,29,late,both_success,70,53,0.0007154719213264204,0.0025690955395862025,57,0.0018536236182597821,108,"[8, 7]",135,57,-0.0019070415881448795,0.0025719668945411805,56,0.00447900848268606,57,"[14, 8]",232,0,0.0,0.9985200808493779,0.0,0.9985200808493779
move_near,30,early,both_fail,9,43,0.003093261514681412,0.00551925948295526,54,0.0024259979682738483,100,"[3, 4]",52,53,-0.00412115384038073,0.005695708760386155,50,0.009816862600766885,33,"[2, 9]",41,0,0.0,0.9779506012471837,0.0,0.9779506012471837
move_near,30,middle,both_fail,40,59,0.0015074980558925036,0.002161303770952889,76,0.0006538057150603853,132,"[7, 9]",121,68,-0.0007981741724009169,0.00251456016727699,62,0.003312734339677907,52,"[13, 9]",217,0,0.0,0.9958234578327105,0.0,0.9958234578327105
move_near,31,early,both_fail,9,26,0.0022646151424050506,0.011331755428374744,29,0.009067140285969694,29,"[6, 10]",106,29,-0.010700736202294147,0.012058520197897224,27,0.02275925640019137,9,"[8, 9]",137,0,0.0,0.9510935439125399,0.0,0.9510935439125399
move_near,31,middle,both_fail,40,21,0.0050725300282132195,0.012173530232501222,25,0.007101000204288002,41,"[7, 2]",114,25,-0.0074436041800168985,0.01282395107397836,23,0.02026755525399526,8,"[0, 1]",1,0,0.02952364202574187,0.963633666989518,0.02952364202574187,0.963633666989518
move_near,32,middle,both_success,40,51,0.00020052513964048148,0.0036891578442043117,53,0.00348863270456383,82,"[7, 2]",114,52,-0.0045033451080536205,0.003758354703697392,51,0.008261699811751013,32,"[15, 8]",248,0,0.01579537829932043,0.9949514876440081,0.01579537829932043,0.9949514876440081
move_near,33,early,rescue,9,17,0.008549545204612735,0.012456352761407816,23,0.003906807556795081,68,"[6, 10]",106,24,-0.008166798527610847,0.012738789342334186,22,0.020905587869945032,9,"[13, 2]",210,0,0.0,0.9777467665282428,0.0,0.9783786779104028
move_near,33,early,rescue,9,21,0.004922588338282624,0.011212511371441863,26,0.0062899230331592395,49,"[2, 14]",46,23,-0.007125418450485468,0.012911000893478188,21,0.020036419343963656,11,"[0, 1]",1,1,0.012636302639456365,0.9263203310417275,0.012636302639456365,0.9258509653606559
move_near,33,late,rescue,70,11,0.01508420515076286,0.016740032690970817,15,0.0016558275402079573,88,"[10, 3]",163,16,-0.0006579420515952089,0.019432746214789565,13,0.020090688266384774,10,"[13, 4]",212,0,0.0,0.994919506955414,0.0,0.996850675106709
move_near,33,late,rescue,70,13,0.01090096110525694,0.01777042386849606,14,0.00686946276323912,38,"[8, 4]",132,15,-0.004957605565003655,0.022635627698564163,11,0.02759323326356782,8,"[13, 3]",211,1,0.0,0.9876114468329045,0.0,0.991119285817489
move_near,34,early,both_success,9,67,0.0008225025097532985,0.001965648989838679,75,0.0011431464800853804,131,"[8, 7]",135,74,-0.004076317358475346,0.002050465443655697,73,0.006126782802131043,47,"[12, 0]",192,0,0.0,0.9955515909660654,0.0,0.9955515909660654
move_near,34,middle,both_success,40,19,0.0073820919604636066,0.010069370559444174,25,0.0026872785989805674,78,"[6, 11]",107,23,-0.006853370484605166,0.012685741564566727,20,0.019539112049171893,14,"[11, 10]",186,0,0.0,0.9900295613227712,0.0,0.9900295613227712
move_near,35,early,both_success,9,53,0.0012343471965864145,0.0033098666623210533,59,0.002075519465734639,99,"[6, 3]",99,54,-0.006370436054530198,0.003900338527429626,53,0.010270774581959824,24,"[12, 3]",195,0,0.0,0.9964183757733872,0.0,0.9964183757733872
move_near,36,early,both_success,9,36,0.003975783633971865,0.00587181692186883,44,0.0018960332878969653,108,"[3, 6]",54,42,-0.0017490272696715908,0.006693588118755027,40,0.008442615388426618,32,"[9, 8]",152,0,0.0,0.9929425130944229,0.0,0.9929425130944229
move_near,36,middle,both_success,40,58,0.0010324239434895553,0.0031299706207396248,63,0.0020975466772500694,93,"[2, 4]",36,59,-0.0009611443260376098,0.003629941198772863,58,0.004591085524810473,53,"[13, 8]",216,0,0.0,0.9963609014302396,0.0,0.9963609014302396
move_near,36,late,both_success,70,33,0.0014349447758784288,0.0062982810393189545,36,0.004863336263440526,59,"[3, 4]",52,37,-0.0031410959191702685,0.0064584082795551044,34,0.009599504198725373,31,"[2, 2]",34,0,0.0,0.9955284570748758,0.0,0.9955284570748758
move_near,37,middle,both_success,40,34,0.0007787080317101041,0.004682142036968826,36,0.0039034340052587217,57,"[5, 9]",89,35,-0.0139310783850733,0.005012371023872318,34,0.018943449408945618,14,"[7, 6]",118,0,0.004667983202373299,0.9804500881658627,0.004667983202373299,0.9804500881658627
move_near,38,early,both_success,9,67,0.0008225025097532985,0.001965648989838679,75,0.0011431464800853804,131,"[8, 7]",135,74,-0.004076317358475346,0.002050465443655697,73,0.006126782802131043,47,"[12, 0]",192,0,0.0,0.9955515909660654,0.0,0.9955515909660654
move_near,38,middle,both_success,40,19,0.0073820919604636066,0.010069370559444174,25,0.0026872785989805674,78,"[6, 11]",107,23,-0.006853370484605166,0.012685741564566727,20,0.019539112049171893,14,"[11, 10]",186,0,0.0,0.9900295613227712,0.0,0.9900295613227712
move_near,39,early,both_success,9,53,0.0012343471965864145,0.0033098666623210533,59,0.002075519465734639,99,"[6, 3]",99,54,-0.006370436054530198,0.003900338527429626,53,0.010270774581959824,24,"[12, 3]",195,0,0.0,0.9964183757733872,0.0,0.9964183757733872
move_near,40,early,both_fail,9,21,0.01154086056265962,0.014079916743998885,26,0.0025390561813392644,80,"[6, 7]",103,29,-0.002005673688435298,0.016192434302696804,22,0.0181981079911321,15,"[4, 14]",78,0,0.04264752140816516,0.9561456386759535,0.04264752140816516,0.9610504988862755
move_near,40,early,both_fail,9,24,0.011624031842264201,0.013286714123715234,28,0.0016626822814510332,109,"[8, 3]",131,27,-0.023234922728939362,0.017846905495547644,19,0.041081828224487006,2,"[8, 9]",137,1,0.005294273597352656,0.9730985504396391,0.005294273597352656,0.9679781026881581
move_near,41,early,both_fail,9,12,0.011150309129992363,0.019777623210329824,16,0.008627314080337461,40,"[5, 8]",88,15,0.008432042886668418,0.0204083803874355,14,0.011976337500767082,22,"[6, 8]",104,0,0.0,0.9667865611407578,0.0,0.8087869609204476
move_near,41,early,both_fail,9,14,0.008485130911312781,0.02039746047694561,15,0.01191232956563283,23,"[4, 9]",73,16,0.0015125221133705999,0.0219211148374588,12,0.0204085927240882,7,"[6, 10]",106,1,0.02583318677252422,0.907208824820597,0.02583318677252422,0.7508722430682746
move_near,41,late,both_fail,70,81,0.0010685282673558313,0.001415765976330587,90,0.0003472377089747557,176,"[2, 15]",47,86,-0.0013074244350910107,0.0017998848208781002,84,0.003107309255969111,75,"[13, 6]",214,0,0.0,0.9974801477600608,0.0,0.997373658228691
move_near,41,late,both_fail,70,82,0.0007411992710966584,0.001523522604778946,86,0.0007823233336822876,133,"[5, 0]",80,85,-0.00025384394639659555,0.001812796123460961,83,0.0020666400698575566,93,"[0, 8]",8,1,0.0,0.9983623768155453,0.0,0.9983970015803926
move_near,43,early,both_success,9,39,0.004417669647800342,0.005302768844221504,48,0.0008850991964211614,157,"[4, 5]",69,42,-0.005137990815812645,0.007019922758839128,41,0.012157913574651773,18,"[14, 9]",233,0,0.0,0.9988484100806144,0.0,0.9988484100806144
move_near,43,late,both_success,70,11,0.008985030278208466,0.013542511495513363,14,0.004557481217304897,43,"[6, 9]",105,14,-0.0003983079507166726,0.014496579321816867,13,0.01489488727253354,15,"[5, 4]",84,0,0.027745927015940364,0.9764498660968622,0.027745927015940364,0.9764498660968622
move_near,44,early,rescue,9,17,0.008549545204612735,0.012456352761407816,23,0.003906807556795081,68,"[6, 10]",106,24,-0.008166798527610847,0.012738789342334186,22,0.020905587869945032,9,"[13, 2]",210,0,0.0,0.9777467665282428,0.0,0.9783786779104028
move_near,44,early,rescue,9,21,0.004922588338282624,0.011212511371441863,26,0.0062899230331592395,49,"[2, 14]",46,23,-0.007125418450485468,0.012911000893478188,21,0.020036419343963656,11,"[0, 1]",1,1,0.012636302639456365,0.9263203310417275,0.012636302639456365,0.9258509653606559
move_near,44,late,rescue,70,11,0.01508420515076286,0.016740032690970817,15,0.0016558275402079573,88,"[10, 3]",163,16,-0.0006579420515952089,0.019432746214789565,13,0.020090688266384774,10,"[13, 4]",212,0,0.0,0.994919506955414,0.0,0.996850675106709
move_near,44,late,rescue,70,13,0.01090096110525694,0.01777042386849606,14,0.00686946276323912,38,"[8, 4]",132,15,-0.004957605565003655,0.022635627698564163,11,0.02759323326356782,8,"[13, 3]",211,1,0.0,0.9876114468329045,0.0,0.991119285817489
move_near,45,early,both_success,9,40,0.0015622896712730993,0.004795357523525922,46,0.003233067852252823,81,"[4, 13]",77,45,-0.008464015038852307,0.005145737599125309,44,0.013609752637977616,20,"[13, 4]",212,0,0.0873456439489436,0.9677209173510527,0.0873456439489436,0.9677209173510527
move_near,45,middle,both_success,40,74,0.00023760047388513917,0.0016207954131832415,78,0.0013831949392981023,109,"[10, 3]",163,78,-0.00025829591212019466,0.0017003197738948833,76,0.001958615686015078,92,"[8, 2]",130,0,0.0,0.9455778178953642,0.0,0.9568932756726666
move_near,45,middle,both_success,40,76,0.0002016903582662277,0.0016166425885269274,79,0.0014149522302606998,108,"[7, 2]",114,77,-0.0016384643752876675,0.0017007358409072768,75,0.0033392002161949444,67,"[1, 0]",16,1,0.0,0.9886348868161843,0.0,0.9824039424747599
move_near,45,late,both_success,70,73,0.00026785402412746444,0.0017409013023231535,74,0.001473047278195689,100,"[10, 3]",163,75,-0.001380485355779797,0.0017577905919314912,73,0.003138275947711288,63,"[1, 0]",16,0,0.0,0.8667101824094505,0.0,0.8667101824094505
move_near,46,early,rescue,9,22,0.009912892177331403,0.012009414717308087,28,0.002096522539976685,110,"[5, 10]",90,26,-0.0018590018445930855,0.01396892608076215,25,0.015827927925355235,17,"[9, 9]",153,0,0.04188801468113279,0.862409738232973,0.04188801468113279,0.862409738232973
move_near,46,middle,rescue,40,84,0.0006548871382570608,0.0014720808735715595,90,0.0008171937353144987,130,"[6, 10]",106,88,-0.0010785762148018024,0.0015553904758412649,87,0.002633966690643067,85,"[13, 7]",215,0,0.044285463038612805,0.9925214676449592,0.044285463038612805,0.9925214676449592
move_near,47,early,both_fail,9,36,0.006609281900789446,0.007686447118945956,43,0.0010771652181565102,133,"[9, 3]",147,45,-0.006112143218174838,0.008837067548604137,40,0.014949210766778975,19,"[9, 13]",157,0,0.2288082256994996,0.9109759290357351,0.2288082256994996,0.9165819985740337
move_near,47,early,both_fail,9,40,0.005379234331301993,0.007843713976228097,42,0.0024644796449261046,79,"[6, 6]",102,44,-0.006765737777216417,0.009259525363088415,37,0.01602526314030483,17,"[13, 3]",211,1,0.0,0.9965296746721829,0.0,0.9945987894098406
move_near,47,middle,both_fail,40,54,0.0035425948429313294,0.0045357247574978055,62,0.0009931299145664763,148,"[7, 2]",114,63,-0.0016880393017469847,0.0046284052393332,61,0.006316444541080185,43,"[13, 10]",218,0,0.0,0.9215486564419105,0.0,0.9333501551692516
move_near,47,middle,both_fail,40,59,0.003200938877100821,0.004344050450175705,64,0.0011431115730748842,138,"[4, 2]",66,62,-0.0007369189254346565,0.005267908143990037,59,0.006004827069424693,47,"[5, 5]",85,1,0.0,0.99387333903861,0.0,0.9971702159826439
move_near,47,late,both_fail,70,47,0.005836267787505272,0.006755060882035392,57,0.00091879309453012,155,"[5, 2]",82,55,0.002051719183404694,0.007285342101154174,52,0.00523362291774948,59,"[5, 7]",87,0,0.0,0.9945031722565951,0.0,0.9834551424358527
move_near,47,late,both_fail,70,49,0.004473196763660181,0.007187372584396599,54,0.0027141758207364177,89,"[5, 1]",81,54,-0.0030776941576195135,0.008709180542958952,48,0.011786874700578466,22,"[14, 9]",233,1,0.0,0.989947810003575,0.0,0.9838906690669718
move_near,48,early,both_fail,9,12,0.011150309129992363,0.019777623210329824,16,0.008627314080337461,40,"[5, 8]",88,15,0.008432042886668418,0.0204083803874355,14,0.011976337500767082,22,"[6, 8]",104,0,0.0,0.9667865611407578,0.0,0.8087869609204476
move_near,48,early,both_fail,9,14,0.008485130911312781,0.02039746047694561,15,0.01191232956563283,23,"[4, 9]",73,16,0.0015125221133705999,0.0219211148374588,12,0.0204085927240882,7,"[6, 10]",106,1,0.02583318677252422,0.907208824820597,0.02583318677252422,0.7508722430682746
move_near,48,late,both_fail,70,81,0.0010685282673558313,0.001415765976330587,90,0.0003472377089747557,176,"[2, 15]",47,86,-0.0013074244350910107,0.0017998848208781002,84,0.003107309255969111,75,"[13, 6]",214,0,0.0,0.9974801477600608,0.0,0.997373658228691
move_near,48,late,both_fail,70,82,0.0007411992710966584,0.001523522604778946,86,0.0007823233336822876,133,"[5, 0]",80,85,-0.00025384394639659555,0.001812796123460961,83,0.0020666400698575566,93,"[0, 8]",8,1,0.0,0.9983623768155453,0.0,0.9983970015803926
move_near,49,early,both_fail,9,28,0.007697307054813671,0.009659494886475484,35,0.001962187831661813,116,"[4, 3]",67,38,-0.0024292578451563466,0.010540734105011506,33,0.012969991950167853,21,"[14, 9]",233,0,0.012015207320793926,0.9958113956228707,0.0,0.9957812087847989
move_near,49,early,both_fail,9,32,0.007381002577962761,0.008371245079201103,42,0.0009902425012383422,147,"[3, 4]",52,37,-0.002960399126478587,0.010703726416869445,31,0.013664125543348032,17,"[8, 13]",141,1,0.066979251523916,0.9208378103676096,0.005294273597352628,0.9227509452103402
move_near,49,early,both_fail,9,33,0.004522438276792239,0.009455346543803624,36,0.004932908267011385,65,"[10, 3]",163,35,-0.010830737009889353,0.011387682737578002,29,0.022218419747467355,6,"[11, 10]",186,2,0.048440953834384015,0.9639673411529799,0.027467127083328283,0.9613725630817538
move_near,49,middle,both_fail,40,38,0.003748529155404269,0.004205116035728823,47,0.0004565868803245538,157,"[3, 9]",57,40,0.0003036962323089993,0.005799121570115434,39,0.005495425337806435,38,"[5, 6]",86,0,0.017341204384962783,0.9957540404546293,0.017341204384962783,0.9957540404546293
move_near,49,late,both_fail,70,41,0.0021860609464904174,0.004004553435631099,46,0.0018184924891406814,90,"[2, 10]",42,46,-0.0006564006948711829,0.004082766911323745,45,0.0047391676061949274,44,"[9, 5]",149,0,0.04441058634743269,0.9090904239953285,0.04441058634743269,0.9090904239953285
move_near,50,middle,both_fail,40,35,0.003104562266942568,0.004618454597338904,40,0.0015138923303963363,78,"[9, 7]",151,40,-0.0021776179669949682,0.005440992529334258,39,0.0076186104963292265,31,"[0, 6]",6,0,0.0,0.9811011438539512,0.0,0.9811011438539512
move_near,51,early,harm,9,31,0.004953104487867799,0.01069557334952456,37,0.005742468861656761,56,"[6, 5]",101,32,-0.011103790673931914,0.013072415367292265,30,0.02417620604122418,7,"[12, 10]",202,0,0.0,0.9955185259351468,0.0,0.9955185259351468
